Customer_ID,Age,Gender,Occupation,Monthly_Income,City,Account_Balance,Credit_Score,Existing_Loan,Credit_Card,Investment,Insurance,Monthly_Transactions,Digital_Usage,Product_Count,Credit_Card_Score,Investment_Score,Insurance_Score,Loan_Score,Max_Opportunity_Score,Next_Best_Product,Opportunity_Level,Customer_Value
C0396,49,Male,Self-Employed,165407,Delhi,499416,747,Yes,Yes,No,Yes,51,Medium,3,70,100,70,70,100,Investment,High,High Value
C0397,34,Male,Salaried,74041,Mumbai,77457,651,No,Yes,Yes,Yes,12,Low,3,25,45,50,55,55,Loan,Medium,Medium Value
C0398,48,Female,Salaried,61954,Delhi,199623,674,Yes,Yes,No,Yes,32,Low,3,25,50,70,45,70,Insurance,Medium,Medium Value
C0399,25,Male,Salaried,38002,Mumbai,96130,669,Yes,No,No,No,14,Low,1,30,30,50,0,50,Insurance,Medium,Emerging
C0400,50,Female,Salaried,99783,Bangalore,365849,687,Yes,Yes,Yes,No,65,Medium,3,45,70,100,45,100,Insurance,High,Medium Value
C0401,25,Male,Student,19220,Hyderabad,94816,602,No,Yes,No,No,18,Low,1,0,30,30,30,30,No Immediate Opportunity,Low,Emerging
C0402,32,Male,Salaried,117234,Hyderabad,410451,786,Yes,Yes,No,Yes,71,Medium,3,70,100,70,70,100,Investment,High,High Value
C0403,36,Male,Business,174857,Delhi,359325,757,No,Yes,Yes,No,44,Medium,2,70,70,80,100,100,Loan,High,High Value
C0404,46,Male,Student,29738,Hyderabad,79771,672,No,No,No,No,5,Low,0,30,50,55,30,55,Insurance,Medium,Emerging
C0405,46,Female,Self-Employed,45703,Mumbai,83631,707,No,No,No,Yes,20,Low,1,80,50,25,30,80,Credit Card,High,Emerging
C0406,41,Male,Business,163776,Pune,293511,746,Yes,Yes,No,Yes,63,Medium,3,70,100,70,70,100,Investment,High,Medium Value
C0407,59,Female,Self-Employed,178464,Mumbai,320348,714,Yes,No,Yes,No,65,High,2,100,70,100,45,100,Credit Card,High,High Value
C0408,56,Male,Student,21956,Pune,118575,693,No,No,No,No,9,Low,0,30,50,55,30,55,Insurance,Medium,Emerging
C0409,53,Female,Business,82299,Bangalore,209448,711,Yes,No,Yes,No,14,Low,2,80,70,100,25,100,Insurance,High,Medium Value
C0410,50,Male,Business,65641,Chennai,163742,658,No,No,No,No,33,Medium,0,55,50,80,75,80,Insurance,High,Medium Value
C0411,57,Female,Business,129534,Pune,411479,733,Yes,Yes,Yes,Yes,59,Medium,4,70,70,70,70,70,Credit Card,Medium,High Value
C0412,43,Female,Business,56305,Hyderabad,165475,665,Yes,Yes,No,No,5,Low,2,25,50,100,25,100,Insurance,High,Medium Value
C0413,30,Male,Business,68782,Mumbai,54583,685,Yes,No,No,No,20,Low,1,55,50,100,25,100,Insurance,High,Medium Value
C0414,25,Male,Salaried,108257,Bangalore,487177,717,Yes,Yes,Yes,No,36,Medium,3,50,50,75,45,75,Insurance,Medium,High Value
C0415,56,Female,Salaried,135299,Hyderabad,252615,753,No,No,Yes,Yes,40,Medium,2,100,70,50,100,100,Credit Card,High,Medium Value
C0416,54,Female,Salaried,107963,Bangalore,431296,679,No,No,Yes,No,23,Low,1,55,70,80,55,80,Insurance,High,High Value
C0417,51,Male,Salaried,142086,Chennai,580568,727,Yes,Yes,Yes,Yes,53,Medium,4,70,70,70,70,70,Credit Card,Medium,High Value
C0418,30,Female,Salaried,50566,Mumbai,236383,730,Yes,Yes,Yes,No,22,Low,3,50,45,100,50,100,Insurance,High,Medium Value
C0419,39,Female,Salaried,97766,Delhi,322220,688,Yes,No,Yes,No,27,Low,2,55,70,100,25,100,Insurance,High,Medium Value
C0420,52,Female,Business,56511,Mumbai,64231,679,No,Yes,No,Yes,5,Low,2,25,50,50,55,55,Loan,Medium,Medium Value
C0421,21,Female,Salaried,144816,Chennai,352611,777,Yes,Yes,No,No,60,High,2,70,80,75,70,80,Investment,High,High Value
C0422,25,Female,Self-Employed,39765,Mumbai,129204,683,No,No,No,No,5,Low,0,30,30,30,30,30,No Immediate Opportunity,Low,Emerging
C0423,24,Male,Salaried,50354,Delhi,141012,625,No,No,Yes,No,14,Low,1,55,0,55,55,55,Credit Card,Medium,Medium Value
C0424,36,Male,Salaried,53929,Pune,227525,648,Yes,Yes,No,Yes,13,Low,3,25,75,70,25,75,Investment,Medium,Medium Value
C0425,44,Male,Business,209892,Bangalore,455140,770,Yes,Yes,Yes,No,97,High,3,70,70,100,70,100,Insurance,High,High Value
C0426,36,Female,Business,161576,Delhi,364918,738,Yes,No,Yes,Yes,49,Medium,3,100,70,70,70,100,Credit Card,High,High Value
C0427,22,Female,Salaried,59523,Hyderabad,112902,679,No,No,No,Yes,48,Medium,1,75,30,25,75,75,Credit Card,Medium,Medium Value
C0428,48,Male,Self-Employed,106088,Chennai,249973,762,Yes,Yes,Yes,No,51,Medium,3,70,70,100,70,100,Insurance,High,Medium Value
C0429,52,Female,Self-Employed,112525,Pune,356586,682,No,No,Yes,No,69,Medium,1,75,70,80,75,80,Insurance,High,High Value
C0430,47,Female,Salaried,43780,Hyderabad,167361,664,No,Yes,No,No,26,Low,1,25,50,55,30,55,Insurance,Medium,Medium Value
C0431,40,Female,Salaried,36589,Hyderabad,120094,604,No,No,Yes,Yes,10,Low,2,30,20,25,30,30,No Immediate Opportunity,Low,Emerging
C0432,44,Male,Student,12044,Chennai,38144,685,No,No,No,Yes,5,Low,1,30,50,25,30,50,Investment,Medium,Emerging
C0433,32,Male,Business,143664,Pune,636365,692,Yes,No,Yes,Yes,48,Medium,3,75,70,70,45,75,Credit Card,Medium,High Value
C0434,55,Male,Business,227011,Hyderabad,984913,790,Yes,Yes,Yes,No,107,High,3,70,70,100,70,100,Insurance,High,High Value
C0435,53,Male,Self-Employed,139188,Hyderabad,153173,743,Yes,Yes,No,Yes,51,Medium,3,70,75,70,70,75,Investment,Medium,Medium Value
C0436,53,Male,Salaried,123326,Pune,504728,777,No,Yes,No,Yes,56,Medium,2,70,100,50,100,100,Investment,High,High Value
C0437,57,Male,Salaried,70953,Mumbai,150607,699,Yes,Yes,No,Yes,29,Low,3,25,75,70,25,75,Investment,Medium,Medium Value
C0438,32,Male,Salaried,95785,Hyderabad,137516,682,No,No,No,No,39,Medium,0,55,75,80,75,80,Insurance,High,Medium Value
C0439,23,Male,Self-Employed,54309,Bangalore,210643,685,Yes,Yes,No,No,24,Low,2,25,55,75,25,75,Insurance,Medium,Medium Value
C0440,21,Male,Business,104195,Pune,237175,674,No,Yes,Yes,Yes,46,Low,3,45,50,25,75,75,Loan,Medium,Medium Value
C0441,53,Female,Business,75901,Hyderabad,90068,692,Yes,Yes,Yes,No,16,Low,3,25,45,100,25,100,Insurance,High,Medium Value
C0442,60,Male,Salaried,53576,Chennai,108117,665,Yes,No,Yes,Yes,15,Low,3,55,20,70,25,70,Insurance,Medium,Medium Value
C0443,30,Female,Salaried,61508,Delhi,72812,673,No,No,No,No,27,Low,0,55,50,80,55,80,Insurance,High,Medium Value
C0444,49,Female,Salaried,104711,Bangalore,475972,670,No,No,Yes,No,41,Medium,1,75,70,80,75,80,Insurance,High,High Value
C0445,33,Male,Business,75464,Delhi,92670,691,No,No,No,No,21,Low,0,55,75,80,55,80,Insurance,High,Medium Value
C0446,32,Male,Business,241353,Delhi,418249,790,Yes,Yes,No,Yes,96,High,3,70,100,70,70,100,Investment,High,High Value
C0447,51,Male,Salaried,46260,Hyderabad,128231,618,No,Yes,No,Yes,5,Low,2,25,50,25,30,50,Investment,Medium,Emerging
C0448,22,Female,Self-Employed,159997,Bangalore,358206,704,No,No,Yes,No,41,Medium,1,100,50,55,75,100,Credit Card,High,High Value
C0449,55,Female,Salaried,65440,Bangalore,284405,682,No,No,Yes,Yes,28,Low,2,55,45,50,55,55,Credit Card,Medium,Medium Value
C0450,43,Male,Student,17279,Mumbai,31756,583,No,No,Yes,No,5,Low,1,30,20,55,30,55,Insurance,Medium,Emerging
C0451,37,Female,Salaried,86683,Delhi,210879,740,No,No,No,No,36,Medium,0,80,100,80,100,100,Investment,High,Medium Value
C0452,46,Male,Business,174206,Bangalore,684430,710,No,No,No,No,36,Medium,0,80,100,80,75,100,Investment,High,High Value
C0453,28,Male,Salaried,71430,Mumbai,354324,652,No,Yes,No,No,15,Low,1,25,80,55,55,80,Investment,High,Medium Value
C0454,49,Female,Self-Employed,168059,Pune,548324,722,Yes,No,Yes,No,58,Medium,2,100,70,100,70,100,Credit Card,High,High Value
C0455,46,Male,Salaried,144778,Mumbai,658212,721,Yes,Yes,No,No,30,Medium,2,50,100,100,70,100,Investment,High,High Value
C0456,30,Female,Salaried,55105,Chennai,127041,649,No,No,No,No,15,Low,0,55,50,80,55,80,Insurance,High,Medium Value
C0457,46,Male,Salaried,108484,Hyderabad,272347,728,No,Yes,No,Yes,58,Medium,2,70,100,50,100,100,Investment,High,Medium Value
C0458,54,Female,Salaried,148747,Pune,352711,731,Yes,Yes,No,Yes,36,Medium,3,50,100,70,70,100,Investment,High,High Value
C0459,27,Male,Salaried,43026,Pune,229285,641,Yes,No,No,Yes,10,Medium,2,55,55,20,0,55,Credit Card,Medium,Medium Value
C0460,24,Male,Self-Employed,103309,Chennai,158985,681,Yes,Yes,No,No,64,Medium,2,45,55,75,45,75,Insurance,Medium,Medium Value
C0461,31,Female,Salaried,75927,Mumbai,125276,637,No,No,No,No,12,Low,0,55,75,80,55,80,Insurance,High,Medium Value
C0462,49,Male,Self-Employed,77946,Hyderabad,204730,646,Yes,No,Yes,No,50,Low,2,75,70,100,45,100,Insurance,High,Medium Value
C0463,56,Female,Business,176503,Mumbai,211886,745,Yes,Yes,Yes,No,62,Medium,3,70,70,100,70,100,Insurance,High,Medium Value
C0464,45,Female,Business,237633,Bangalore,406244,739,Yes,Yes,Yes,No,90,High,3,70,70,100,70,100,Insurance,High,High Value
C0465,41,Female,Salaried,40377,Mumbai,170818,719,No,Yes,No,No,34,Medium,1,50,50,55,50,55,Insurance,Medium,Medium Value
C0466,56,Female,Salaried,83592,Pune,214152,688,Yes,No,Yes,Yes,24,Medium,3,55,70,70,25,70,Investment,Medium,Medium Value
C0467,30,Female,Self-Employed,173419,Hyderabad,606620,691,No,Yes,Yes,No,74,High,2,45,70,80,75,80,Insurance,High,High Value
C0468,57,Female,Student,11008,Mumbai,18208,616,No,No,No,No,17,Low,0,30,50,55,30,55,Insurance,Medium,Emerging
C0469,29,Female,Salaried,33783,Hyderabad,60412,693,No,No,No,No,5,Low,0,30,30,30,30,30,No Immediate Opportunity,Low,Emerging
C0470,44,Female,Salaried,85798,Hyderabad,136997,685,No,Yes,No,Yes,20,Low,2,25,75,50,55,75,Investment,Medium,Medium Value
C0471,55,Male,Salaried,34298,Bangalore,25645,691,No,Yes,No,No,9,Low,1,0,50,55,30,55,Insurance,Medium,Emerging
C0472,55,Male,Student,14668,Bangalore,15464,641,No,No,Yes,No,5,Low,1,30,20,55,30,55,Insurance,Medium,Emerging
C0473,56,Female,Salaried,116207,Pune,450761,686,No,Yes,Yes,Yes,27,Medium,3,25,70,50,55,70,Investment,Medium,High Value
C0474,38,Male,Salaried,130356,Chennai,331119,743,No,No,Yes,No,39,Low,1,80,70,80,100,100,Loan,High,High Value
C0475,59,Male,Self-Employed,95652,Hyderabad,88844,667,No,No,No,No,5,Low,0,55,75,80,55,80,Insurance,High,Medium Value
C0476,52,Male,Salaried,64484,Chennai,192490,691,No,No,No,Yes,19,Low,1,55,50,50,55,55,Credit Card,Medium,Medium Value
C0477,44,Male,Salaried,128614,Pune,596009,703,No,No,No,Yes,61,Medium,1,100,100,50,75,100,Credit Card,High,High Value
C0478,43,Female,Business,179572,Hyderabad,774374,761,Yes,Yes,Yes,No,42,Medium,3,70,70,100,70,100,Insurance,High,High Value
C0479,52,Female,Self-Employed,55922,Hyderabad,250609,727,Yes,No,No,Yes,14,Low,2,80,75,70,50,80,Credit Card,High,Medium Value
C0480,57,Male,Salaried,64028,Delhi,259836,665,No,No,Yes,Yes,60,Medium,2,75,45,50,75,75,Credit Card,Medium,Medium Value
C0481,32,Male,Salaried,141461,Chennai,320365,699,Yes,No,Yes,Yes,52,Medium,3,75,70,70,45,75,Credit Card,Medium,High Value
C0482,33,Female,Salaried,50316,Mumbai,230577,690,No,No,Yes,Yes,39,Low,2,55,45,50,75,75,Loan,Medium,Medium Value
C0483,43,Male,Salaried,106996,Bangalore,138060,666,Yes,Yes,Yes,Yes,24,Low,4,25,45,70,25,70,Insurance,Medium,Medium Value
C0484,45,Female,Business,198040,Mumbai,717904,792,No,Yes,Yes,Yes,81,High,3,70,70,50,100,100,Loan,High,High Value
C0485,55,Male,Salaried,60266,Chennai,217630,718,Yes,No,Yes,Yes,5,Low,3,80,45,70,25,80,Credit Card,High,Medium Value
C0486,50,Male,Salaried,125745,Bangalore,123072,677,No,No,Yes,Yes,53,Low,2,75,45,50,75,75,Credit Card,Medium,Medium Value
C0487,37,Female,Salaried,54000,Mumbai,221898,624,No,Yes,No,No,32,Medium,1,25,75,80,75,80,Insurance,High,Medium Value
C0488,40,Male,Business,195083,Delhi,881682,707,Yes,Yes,Yes,No,82,Medium,3,70,70,100,45,100,Insurance,High,High Value
C0489,45,Female,Business,52866,Bangalore,122158,636,Yes,No,Yes,Yes,14,Low,3,55,20,70,25,70,Insurance,Medium,Medium Value
C0490,42,Female,Self-Employed,147669,Hyderabad,600764,743,Yes,Yes,Yes,No,59,Medium,3,70,70,100,70,100,Insurance,High,High Value
C0491,33,Male,Salaried,35898,Mumbai,68977,709,No,No,Yes,Yes,17,Low,2,55,20,25,30,55,Credit Card,Medium,Emerging
C0492,39,Female,Self-Employed,53395,Bangalore,180070,695,No,No,No,No,30,Low,0,55,50,80,75,80,Insurance,High,Medium Value
C0493,56,Female,Self-Employed,39006,Delhi,105817,657,No,No,No,No,12,Low,0,30,50,55,30,55,Insurance,Medium,Emerging
C0494,32,Male,Salaried,64393,Bangalore,184913,687,Yes,Yes,No,Yes,38,Medium,3,25,50,70,45,70,Insurance,Medium,Medium Value
C0495,39,Female,Salaried,40956,Bangalore,213303,639,No,Yes,No,No,36,Low,1,25,75,55,50,75,Investment,Medium,Medium Value
C0496,32,Female,Salaried,80042,Delhi,345972,717,Yes,No,Yes,Yes,25,Low,3,80,70,70,25,80,Credit Card,High,Medium Value
C0497,29,Female,Salaried,126199,Mumbai,499161,721,No,No,Yes,Yes,48,Medium,2,100,50,25,100,100,Credit Card,High,High Value
C0498,27,Female,Salaried,36078,Pune,96605,686,No,No,No,No,5,Low,0,30,30,30,30,30,No Immediate Opportunity,Low,Emerging
C0499,48,Male,Salaried,59631,Mumbai,259035,652,No,No,No,Yes,27,Low,1,55,75,50,55,75,Investment,Medium,Medium Value
C0500,34,Female,Salaried,125676,Chennai,172803,702,No,No,No,Yes,52,Medium,1,100,75,50,75,100,Credit Card,High,Medium Value
C0501,51,Female,Self-Employed,156724,Delhi,708048,745,Yes,No,Yes,Yes,59,Low,3,100,70,70,70,100,Credit Card,High,High Value
C0502,39,Female,Salaried,92901,Mumbai,218005,734,No,Yes,Yes,Yes,36,Low,3,50,70,50,100,100,Loan,High,Medium Value
C0503,36,Female,Self-Employed,142227,Bangalore,207435,697,No,Yes,No,Yes,82,Medium,2,45,100,50,75,100,Investment,High,Medium Value
C0504,25,Female,Business,167192,Delhi,598137,752,No,Yes,Yes,No,19,Low,2,50,50,55,80,80,Loan,High,High Value
C0505,55,Male,Self-Employed,66417,Hyderabad,123650,656,Yes,No,No,Yes,17,Low,2,55,50,70,25,70,Insurance,Medium,Medium Value
C0506,32,Female,Business,138020,Mumbai,269827,777,Yes,No,Yes,Yes,46,Medium,3,100,70,70,70,100,Credit Card,High,Medium Value
C0507,45,Female,Salaried,113639,Delhi,265179,689,No,Yes,Yes,No,64,High,2,45,70,80,75,80,Insurance,High,Medium Value
C0508,41,Female,Business,246078,Mumbai,334536,787,Yes,Yes,Yes,No,99,High,3,70,70,100,70,100,Insurance,High,High Value
C0509,56,Female,Salaried,124881,Delhi,214832,712,Yes,No,Yes,No,54,Medium,2,100,70,100,45,100,Credit Card,High,Medium Value
C0510,43,Male,Salaried,141862,Bangalore,142025,794,No,Yes,No,No,72,Medium,1,70,75,80,100,100,Loan,High,Medium Value
C0511,36,Male,Self-Employed,167659,Hyderabad,436706,735,Yes,No,Yes,No,60,Medium,2,100,70,100,70,100,Credit Card,High,High Value
C0512,59,Male,Salaried,138107,Hyderabad,186899,698,Yes,Yes,No,No,61,Medium,2,45,75,100,45,100,Insurance,High,Medium Value
C0513,59,Male,Salaried,145584,Chennai,530111,737,No,Yes,Yes,No,46,Medium,2,70,70,80,100,100,Loan,High,High Value
C0514,34,Female,Business,235782,Delhi,470373,781,Yes,Yes,No,Yes,72,High,3,70,100,70,70,100,Investment,High,High Value
C0515,51,Female,Self-Employed,121567,Mumbai,572203,701,No,Yes,Yes,No,72,High,2,70,70,80,75,80,Insurance,High,High Value
C0516,25,Female,Business,125886,Hyderabad,559786,675,No,No,No,Yes,52,Low,1,75,80,25,75,80,Investment,High,High Value
C0517,55,Male,Salaried,48816,Hyderabad,76128,653,No,No,Yes,No,27,Medium,1,55,20,55,30,55,Credit Card,Medium,Emerging
C0518,43,Female,Business,79432,Pune,292052,711,No,Yes,Yes,Yes,13,Low,3,50,70,50,55,70,Investment,Medium,Medium Value
C0519,49,Male,Salaried,139758,Pune,626017,662,Yes,No,Yes,No,60,Low,2,75,70,100,45,100,Insurance,High,High Value
C0520,31,Male,Business,229689,Hyderabad,1138693,752,Yes,Yes,Yes,Yes,112,High,4,70,70,70,70,70,Credit Card,Medium,High Value
C0521,38,Female,Student,16837,Delhi,65187,683,Yes,No,No,No,5,Low,1,30,50,75,0,75,Insurance,Medium,Emerging
C0522,32,Female,Business,215289,Chennai,267628,750,No,Yes,Yes,Yes,61,Medium,3,70,70,50,100,100,Loan,High,Medium Value
C0523,29,Male,Self-Employed,55884,Hyderabad,217985,738,Yes,No,No,Yes,23,Medium,2,80,55,45,50,80,Credit Card,High,Medium Value
C0524,30,Male,Salaried,35454,Bangalore,137988,610,No,Yes,No,No,5,Low,1,0,50,55,30,55,Insurance,Medium,Emerging
C0525,37,Male,Business,124960,Mumbai,427984,678,Yes,No,Yes,Yes,23,Low,3,55,70,70,25,70,Investment,Medium,High Value
C0526,58,Male,Self-Employed,137421,Chennai,285063,644,No,Yes,No,Yes,40,Low,2,45,100,50,75,100,Investment,High,Medium Value
C0527,27,Female,Salaried,137173,Bangalore,594221,773,Yes,Yes,Yes,No,44,Low,3,70,50,75,70,75,Insurance,Medium,High Value
C0528,33,Male,Self-Employed,78618,Chennai,379779,655,No,No,No,No,14,Low,0,55,100,80,55,100,Investment,High,Medium Value
C0529,60,Male,Salaried,113948,Bangalore,216521,642,Yes,Yes,Yes,Yes,62,Medium,4,45,70,70,45,70,Investment,Medium,Medium Value
C0530,29,Male,Business,243743,Mumbai,330456,748,Yes,Yes,No,Yes,119,High,3,70,80,45,70,80,Investment,High,High Value
C0531,47,Male,Self-Employed,82111,Mumbai,171979,644,Yes,No,No,No,40,Low,1,75,75,100,45,100,Insurance,High,Medium Value
C0532,22,Male,Business,220685,Pune,930720,737,No,No,No,No,88,High,0,100,80,55,100,100,Credit Card,High,High Value
C0533,25,Male,Salaried,115678,Delhi,407036,704,No,Yes,Yes,No,41,Medium,2,70,50,55,75,75,Loan,Medium,High Value
C0534,49,Male,Business,170592,Bangalore,604612,754,Yes,Yes,Yes,Yes,50,Medium,4,70,70,70,70,70,Credit Card,Medium,High Value
C0535,57,Male,Business,109993,Pune,252909,694,Yes,Yes,Yes,No,65,Medium,3,45,70,100,45,100,Insurance,High,Medium Value
C0536,58,Female,Self-Employed,163652,Bangalore,555817,727,No,Yes,Yes,Yes,60,Medium,3,70,70,50,100,100,Loan,High,High Value
C0537,39,Male,Salaried,38848,Pune,88648,646,Yes,No,No,Yes,7,Low,2,30,50,45,0,50,Investment,Medium,Emerging
C0538,28,Female,Salaried,144853,Mumbai,414587,672,Yes,No,No,No,69,High,1,75,80,75,45,80,Investment,High,High Value
C0539,21,Male,Business,128672,Chennai,528980,654,Yes,No,Yes,Yes,47,Medium,3,75,50,45,45,75,Credit Card,Medium,High Value
C0540,42,Female,Salaried,149279,Pune,753393,708,Yes,No,No,No,70,High,1,100,100,100,45,100,Credit Card,High,High Value
C0541,37,Female,Business,116125,Bangalore,566829,705,Yes,No,Yes,Yes,37,Low,3,80,70,70,45,80,Credit Card,High,High Value
C0542,27,Female,Business,167509,Bangalore,788305,715,Yes,No,Yes,No,78,Medium,2,100,50,75,45,100,Credit Card,High,High Value
C0543,45,Female,Self-Employed,96602,Delhi,263859,639,Yes,Yes,No,No,50,Medium,2,45,100,100,45,100,Investment,High,Medium Value
C0544,24,Male,Business,92222,Mumbai,282420,697,No,Yes,No,Yes,54,Medium,2,45,80,25,75,80,Investment,High,Medium Value
C0545,56,Male,Business,99223,Bangalore,385994,743,Yes,Yes,Yes,No,26,Low,3,50,70,100,50,100,Insurance,High,Medium Value
C0546,26,Male,Salaried,140012,Hyderabad,652374,711,No,Yes,Yes,No,51,Medium,2,70,50,55,75,75,Loan,Medium,High Value
C0547,51,Female,Salaried,141246,Chennai,229093,698,Yes,Yes,Yes,Yes,82,Medium,4,45,70,70,45,70,Investment,Medium,Medium Value
C0548,39,Male,Salaried,95333,Pune,190568,690,No,Yes,Yes,No,32,Low,2,25,45,80,75,80,Insurance,High,Medium Value
C0549,59,Male,Salaried,82732,Delhi,130234,653,Yes,Yes,Yes,Yes,43,Medium,4,45,45,70,45,70,Insurance,Medium,Medium Value
C0550,47,Female,Business,172650,Chennai,590640,696,No,No,Yes,No,99,High,1,75,70,80,75,80,Insurance,High,High Value
C0551,30,Female,Business,99420,Mumbai,213432,708,Yes,No,Yes,Yes,9,Low,3,80,70,70,25,80,Credit Card,High,Medium Value
C0552,46,Female,Business,125504,Delhi,254684,737,No,Yes,Yes,Yes,42,Medium,3,70,70,50,100,100,Loan,High,Medium Value
C0553,39,Female,Self-Employed,37462,Pune,27536,659,No,No,No,Yes,14,Low,1,30,50,25,30,50,Investment,Medium,Emerging
C0554,59,Female,Student,19460,Pune,36970,595,No,No,No,Yes,5,Low,1,30,50,25,30,50,Investment,Medium,Emerging
C0555,23,Male,Self-Employed,134319,Hyderabad,615618,722,No,Yes,Yes,Yes,43,Medium,3,70,50,25,100,100,Loan,High,High Value
C0556,33,Male,Business,190347,Mumbai,373522,802,No,Yes,Yes,No,56,Medium,2,70,70,80,100,100,Loan,High,High Value
C0557,48,Male,Business,194341,Delhi,753548,735,Yes,No,Yes,No,85,High,2,100,70,100,70,100,Credit Card,High,High Value
C0558,40,Male,Salaried,95942,Delhi,362431,687,No,Yes,No,Yes,10,Low,2,25,100,50,55,100,Investment,High,Medium Value
C0559,48,Female,Salaried,102920,Bangalore,464985,670,Yes,No,Yes,Yes,66,Medium,3,75,70,70,45,75,Credit Card,Medium,High Value
C0560,28,Male,Salaried,52553,Hyderabad,83167,685,Yes,No,No,No,30,Medium,1,55,30,75,45,75,Insurance,Medium,Medium Value
C0561,59,Female,Self-Employed,79036,Hyderabad,368635,664,No,Yes,Yes,Yes,13,Low,3,25,70,50,55,70,Investment,Medium,Medium Value
C0562,21,Male,Self-Employed,177867,Delhi,632122,764,Yes,Yes,Yes,Yes,82,High,4,70,50,45,70,70,Credit Card,Medium,High Value
C0563,23,Female,Salaried,100021,Delhi,469937,675,No,No,Yes,No,46,Low,1,75,50,55,75,75,Credit Card,Medium,High Value
C0564,33,Female,Salaried,137205,Chennai,639837,723,Yes,Yes,No,Yes,50,Medium,3,70,100,70,70,100,Investment,High,High Value
C0565,48,Male,Self-Employed,123209,Chennai,249036,705,No,No,Yes,Yes,35,Medium,2,80,70,50,75,80,Credit Card,High,Medium Value
C0566,45,Male,Salaried,105139,Chennai,145693,744,Yes,Yes,Yes,No,47,Medium,3,70,45,100,70,100,Insurance,High,Medium Value
C0567,53,Male,Salaried,135232,Hyderabad,250412,725,No,Yes,Yes,No,52,Medium,2,70,70,80,100,100,Loan,High,Medium Value
C0568,58,Male,Self-Employed,40368,Bangalore,117156,706,No,Yes,No,Yes,5,Low,2,50,50,25,30,50,Credit Card,Medium,Emerging
C0569,26,Male,Salaried,34621,Pune,42405,665,Yes,No,No,No,5,Low,1,30,30,50,0,50,Insurance,Medium,Emerging
C0570,52,Male,Salaried,88829,Chennai,108721,684,No,No,No,No,20,Low,0,55,75,80,55,80,Insurance,High,Medium Value
C0571,41,Male,Business,179036,Bangalore,512926,733,Yes,Yes,Yes,Yes,59,Medium,4,70,70,70,70,70,Credit Card,Medium,High Value
C0572,36,Female,Self-Employed,49719,Mumbai,41982,646,No,No,No,Yes,36,Medium,1,55,50,25,50,55,Credit Card,Medium,Emerging
C0573,41,Female,Business,79227,Chennai,147963,700,No,No,No,Yes,42,Medium,1,100,75,50,75,100,Credit Card,High,Medium Value
C0574,31,Female,Salaried,139430,Pune,383667,694,No,Yes,Yes,Yes,45,Medium,3,45,70,50,75,75,Loan,Medium,High Value
C0575,57,Male,Salaried,37566,Mumbai,47880,667,No,No,No,Yes,7,Low,1,30,50,25,30,50,Investment,Medium,Emerging
C0576,56,Female,Salaried,42306,Mumbai,99992,691,Yes,No,No,Yes,30,Low,2,55,50,45,20,55,Credit Card,Medium,Emerging
C0577,55,Male,Business,103822,Pune,302973,744,Yes,No,Yes,Yes,42,Medium,3,100,70,70,70,100,Credit Card,High,High Value
C0578,39,Male,Self-Employed,59042,Chennai,160499,679,Yes,No,Yes,No,25,Low,2,55,20,100,25,100,Insurance,High,Medium Value
C0579,40,Female,Salaried,45086,Hyderabad,203227,693,No,No,Yes,No,6,Low,1,55,45,55,30,55,Credit Card,Medium,Medium Value
C0580,38,Male,Self-Employed,124424,Pune,426266,729,Yes,Yes,Yes,Yes,44,Low,4,70,70,70,70,70,Credit Card,Medium,High Value
C0581,34,Female,Salaried,81618,Pune,213105,674,No,Yes,No,No,30,Low,1,25,100,80,75,100,Investment,High,Medium Value
C0582,35,Female,Salaried,122050,Pune,319185,769,Yes,No,Yes,No,44,Low,2,100,70,100,70,100,Credit Card,High,High Value
C0583,51,Male,Salaried,48323,Mumbai,220490,651,No,Yes,No,No,29,Low,1,25,75,55,30,75,Investment,Medium,Medium Value
C0584,21,Male,Salaried,48019,Bangalore,211935,671,Yes,Yes,No,No,29,Low,2,25,55,50,0,55,Investment,Medium,Medium Value
C0585,23,Male,Business,125426,Hyderabad,585111,751,No,No,Yes,No,33,Medium,1,80,50,55,100,100,Loan,High,High Value
C0586,36,Female,Business,90863,Chennai,349234,733,Yes,Yes,Yes,No,26,Low,3,50,70,100,50,100,Insurance,High,Medium Value
C0587,43,Male,Salaried,141023,Chennai,204129,716,Yes,No,Yes,Yes,42,Low,3,100,70,70,45,100,Credit Card,High,Medium Value
C0588,31,Male,Business,191355,Bangalore,407358,770,Yes,Yes,Yes,Yes,92,High,4,70,70,70,70,70,Credit Card,Medium,High Value
C0589,32,Male,Salaried,48279,Pune,43082,662,No,Yes,No,No,51,Medium,1,45,50,55,50,55,Insurance,Medium,Emerging
C0590,30,Female,Self-Employed,81999,Hyderabad,371372,671,Yes,No,No,No,23,Low,1,55,100,100,25,100,Investment,High,Medium Value
C0591,52,Male,Self-Employed,97780,Chennai,353427,657,No,No,No,No,34,Medium,0,55,100,80,75,100,Investment,High,Medium Value
C0592,36,Male,Salaried,52908,Delhi,236137,693,Yes,No,No,Yes,32,Low,2,55,75,70,45,75,Investment,Medium,Medium Value
C0593,28,Female,Business,242656,Chennai,559983,791,No,No,No,Yes,80,High,1,100,80,25,100,100,Credit Card,High,High Value
